"tag","class","text_preview","href","is_valid","type"
"andes-modal","andes-modal--iframe","",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Teclados","/perifericos-gamer/teclados"
"span","","Playstation Cards Microsoft Cards Nintendo Eshop Cards;",""
"div","departments__submenu departments__submenu--type--menu","💥Tarjetas Digitales
                                                                               ",""
"div","menu menu--layout--classic ","💥Tarjetas Digitales
                                                                               ",""
"div","menu__submenus-container","",""
"ul","menu__list","💥Tarjetas Digitales
                                                                               ",""
"span","","💥Tarjetas Digitales",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Playstation Cards","/tarjetas-digitales/playstation-cards"
"span","","💥Tarjetas Digitales",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Microsoft Cards","/tarjetas-digitales/microsoft-cards"
"span","","💥Tarjetas Digitales",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Nintendo Eshop Cards","/tarjetas-digitales/nintendo-eshop-cards"
"span","","Accesorios Auriculares Hogar Inteligente Pilas Smartphones Smartwatch;",""
"div","departments__submenu departments__submenu--type--menu","Electronica y Gadgets
                                                                              ",""
"div","menu menu--layout--classic ","Electronica y Gadgets
                                                                              ",""
"div","menu__submenus-container","",""
"ul","menu__list","Electronica y Gadgets
                                                                              ",""
"span","","Electronica y Gadgets",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Accesorios","/electronica-y-gadgets/accesorios"
"span","","Electronica y Gadgets",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Auriculares","/electronica-y-gadgets/auriculares"
"span","","Electronica y Gadgets",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Hogar Inteligente","/electronica-y-gadgets/hogar-inteligente"
"span","","Electronica y Gadgets",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Pilas","/electronica-y-gadgets/pilas"
"span","","Electronica y Gadgets",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Smartphones","/electronica-y-gadgets/smartphones"
"span","","Electronica y Gadgets",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Smartwatch","/electronica-y-gadgets/smartwatch"
"span","","Smartphone Smartwatch;",""
"div","departments__submenu departments__submenu--type--menu","Celulares y Smartwatch
                                                                             ",""
"div","menu menu--layout--classic ","Celulares y Smartwatch
                                                                             ",""
"div","menu__submenus-container","",""
"ul","menu__list","Celulares y Smartwatch
                                                                             ",""
"span","","Celulares y Smartwatch",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Smartphone","/celulares-y-smartwatch/smartphone"
"span","","Celulares y Smartwatch",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Smartwatch","/celulares-y-smartwatch/smartwatch"
"span","","Discos Rigidos y Solidos Memorias Microprocesadores Motherboards Gabinetes Fuentes;",""
"div","departments__submenu departments__submenu--type--menu","Componentes de PC
                                                                                  ",""
"div","menu menu--layout--classic ","Componentes de PC
                                                                                  ",""
"div","menu__submenus-container","",""
"ul","menu__list","Componentes de PC
                                                                                  ",""
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Discos Rigidos y Solidos","/componentes-de-pc/discos-rigidos-y-solidos"
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Memorias","/componentes-de-pc/memorias"
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Microprocesadores","/componentes-de-pc/microprocesadores"
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Motherboards","/componentes-de-pc/motherboards"
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Gabinetes","/componentes-de-pc/gabinetes"
"span","","Componentes de PC",""
"div","menu__item-submenu-offset","",""
"a","menu__item-link","Fuentes","/componentes-de-pc/fuentes"
"div","indicator","0",""
"a","indicator__button cargarCarrito","0","javascript:void(0);"
"span","indicator__area","0",""
"span","indicator__value spanCarrito","0",""
"div","indicator indicator--trigger--click","",""
"a","indicator__button btnLoginHeader","","javascript:void(0);"
"span","indicator__area","",""
"li","breadcrumb-item active","Componentes de PC",""
"div","","",""
"div","view-options__layout ocultarMayorista","",""
"div","layout-switcher","",""
"button","layout-switcher__button
                                                default","",""
"button","layout-switcher__button
                                                ","",""
"button","layout-switcher__button
                                                ","",""
"div","","Defecto
                                        Alfabetico (A-Z)
                                   ",""
"div","","",""
"div","products-view__list products-list","",""
"div","products-list__body","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
"div","ph-col-2 big","",""
"div","ph-col-4","",""
"div","ph-col-6","",""
"div","ph-col-12","",""
"div","products-list__item","",""
"div","ph-item","",""
"div","row","",""
"div","ph-picture","",""
"div","ph-row","",""
"div","ph-col-6 big","",""
