tag,class,text_preview,is_valid,type
span,js-price-display product-item-price ,$55.797,00,
span,js-compare-price-display product-item-price-compare order-first mb-1,$69.067,00,
span,product-item-discount text-accent font-medium ml-2,19% OFF,,
span,js-offer-percentage,19,,
span,js-installment-price product-installment-value,$9.299,50,
span,js-payment-discount-price-product payment-discount-price-product ,$47.427,45,
div,product-item-information d-flex flex-column pt-3 pb-2,TECLADOS REDRAGON FIZZ PRO ESPAÑOL WIRELESS K616-RGB B SP PE1616,,
span,js-price-display product-item-price ,$101.569,00,
span,js-installment-price product-installment-value,$16.928,17,
span,js-payment-discount-price-product payment-discount-price-product ,$86.333,65,
div,pb-4,NG Technologies - Los Reyes del Hardware,,
li,mb-3 font-medium ,5491134922372,,
li,mb-3 font-medium ,01134922372,,
div,topbar topbar--center topbar--only page-width page-width--full section section--rounded relative grid py-0 h-full w-full items-center section--first-rounded section--last-rounded,ENVÍOS A TODO EL PAÍS  🇦🇷,,
li,drawer__menu-group,Personalizar,,
li,drawer__menu-group,Importados,,
li,drawer__menu-group,Alfombras,,
li,drawer__menu-group,Accesorios 3D,,
li,drawer__menu-group,🔥 OUTLET 🔥,,
div,drawer__footer-top flex,Español,,
div,header__logo flex justify-center z-2,MgMGamers,,
a,menu__item text-sm-lg flex items-center font-medium z-2 relative cursor-pointer,PersonalizarPersonalizar,,
a,menu__item text-sm-lg flex items-center font-medium z-2 relative cursor-pointer,MousepadsMousepads,,
a,menu__item text-sm-lg flex items-center font-medium z-2 relative cursor-pointer,ImportadosImportados,,
a,menu__item text-sm-lg flex items-center font-medium z-2 relative cursor-pointer,AlfombrasAlfombras,,
a,menu__item text-sm-lg flex items-center font-medium z-2 relative cursor-pointer,Accesorios 3DAccesorios 3D,,
a,menu__item text-sm-lg flex items-center font-medium z-2 relative cursor-pointer,🔥 OUTLET 🔥🔥 OUTLET 🔥,,
li,opacity-0,Cómo cuidar tu mousepad,,
li,opacity-0,Venta mayorista,,
li,opacity-0,Sobre nosotros,,
button,drawer__tab,miralo de nuevo,,
a,flex items-center justify-between,FORMS,,
a,flex items-center justify-between,IMPORTADOSS,,
div,free-shipping-bar grid gap-3 w-full,¡Te faltan solo $100.000,00 para conseguir envío gratis!,
span,font-bold,$100.000,00,
div,drawer__footer-top flex,Notas para entrega,,
button,flex gap-2d5 grow items-center justify-center,Gastos de envío,,
div,modal__header flex items-center justify-between relative,Indicaciones para la entrega del pedido,,
div,justify-self-start,Aplicar,,
div,modal__header flex items-center justify-between relative,Estimación de gastos de envío,,
div,grid gap-4 sm:grid-6,Los impuestos y gastos de envío se calculan en la pantalla de pago,,
button,button button--primary icon-with-text col-span-6 md:col-span-7,Finalizar pedido,,
button,clear absolute flex items-center justify-center text-xs opacity-0,Borrar,,
span,word,de,,
span,word,🍪,,
div,cookie__buttons,Acepto,,
button,button button--secondary icon-with-text,Denegar,,
a,dock__item flex flex-col items-center justify-center gap-1d5 grow shrink-0 cursor-pointer,Shop,,
span,text-3xs leading-none,Cart,,
a,dock__item flex flex-col items-center justify-center gap-1d5 grow shrink-0 cursor-pointer,Account,,
span,word,no,,
span,word,encontrada,,
div,shopify-section section spacing-section,#shopify-section-template--24593940447604__empty-space {,,
div,title-wrapper leading-none gap-4 lg:gap-8 flex flex-col text-center md:items-center md:justify-between relative z-1,MGM GAMERS ®,,
span,word,MGM,,
span,word,®,,
div,column__text rte,Si tenés alguna duda,por favor hablános.,
p,column__title heading font-medium leading-tight tracking-none,ENVÍO GRATIS,,
div,column flex gap-5 w-full flex-col xl:flex-row xl:text-center text-center,PAGOS PROTEGIDOSTodos los pagos son procesados de manera segura.,,
p,column__title heading font-medium leading-tight tracking-none,PAGOS PROTEGIDOS,,
div,column__text rte,Todos los pagos son procesados de manera segura.,,
div,shopify-section shopify-section-group-footer-group,#shopify-section-sections--24593941725556__highlight_text_B3wbpr {,,
a,link inline-block leading-tight text-left,Mail,,
span,heading text-base-2xl font-medium lg:font-heading,PRODUCTOS,,
span,heading text-base-2xl font-medium lg:font-heading,VENTA MAYORISTA,,
div,footer__newsletter grid gap-6,MGM NEWS,,
div,field relative,Suscríbete y obtén un descuento,,
div,rte text-sm leading-tight,Mantenete al tanto de todos nuestros chismes,descuentos y más! (no hay más),
div,localization flex items-center justify-center flex-col md:flex-row,Idioma,,
div,row,🔥 6 CUOTAS SIN INTERES // DESCUENTO ESPECIAL EFECTIVO O TRANSFERENCIA 🔥,,
div,col-8 col-md-4 col-md-3 col-lg-3 text-center text-md-left,Slot One - Computacion,,
li,subutility-list-item,541168253351,,
span,col-auto text-left ml-2,Total ,,
span,js-cart-counts-plural,productos):,,
span,js-cart-counts-singular,producto):,,
span,js-promo-title,Promo,,
div,col-12,No sé mi código,,
span,form-row align-items-end,Nuestro local,,
div,col-8 offset-2 offset-md-0 col-md-3,Precio: Menor a Mayor,,
div,col-12 d-md-none,Filtro aplicado,,
div,item-description py-4 px-1,MousePad BKT LISO NEGRO,,
div,col-6,Precio de Lista,,
span,js-price-display item-price,$6.430,48,
div,col-6 border-left,Precio Slot One,,
span,text-tertiary item-price-efectivo,$4.951,,
span,installment-amount,12,,
div,col-4 col-md-6 pl-1,Ver,,
div,item-description py-4 px-1,Mouse GENIUS DX-125 USB BLACK,,
span,js-price-display item-price,$7.873,93,
span,text-tertiary item-price-efectivo,$6.063,,
div,item-description py-4 px-1,Mouse PHILIPS SERIE 2000 USB BLACK,,
span,js-price-display item-price,$8.359,62,
span,text-tertiary item-price-efectivo,$6.437,,
div,item-description py-4 px-1,MousePad AUREOX DAUNTLESS GAMING S GMP1,,
span,js-price-display item-price,$10.931,81,
span,text-tertiary item-price-efectivo,$8.417,,
div,item-description py-4 px-1,Microfono Inalámbrico Celular Corbatero K8 USB Tipo C,,
span,js-price-display item-price,$11.100,,
span,text-tertiary item-price-efectivo,$8.547,,
div,item-description py-4 px-1,Mouse Inalámbrico Genius Nx 7000X,,
span,js-price-display item-price,$12.775,96,
span,text-tertiary item-price-efectivo,$9.837,,
div,item-description py-4 px-1,MousePad BKT CON GEL NEGRO,,
span,js-price-display item-price,$12.860,95,
span,text-tertiary item-price-efectivo,$9.903,,
div,item-description py-4 px-1,Mouse Pad MARVO GAMING G39,,
span,js-price-display item-price,$15.004,44,
span,text-tertiary item-price-efectivo,$11.553,,
div,item-description py-4 px-1,Mouse Inalámbrico GENIUS NX-7010 WHITE/BLUE,,
span,js-price-display item-price,$15.188,79,
span,text-tertiary item-price-efectivo,$11.695,,
div,item-description py-4 px-1,Mouse Inalámbrico Genius Nx 7000 BlueEye,,
div,item-description py-4 px-1,Mouse Inalámbrico TRUST PRIMO BLUE,,
span,js-price-display item-price,$15.445,25,
span,text-tertiary item-price-efectivo,$11.893,,
div,item-description py-4 px-1,Mouse Inalámbrico GENIUS NX-7000SE BLACK,,
span,js-price-display item-price,$17.147,93,
span,text-tertiary item-price-efectivo,$13.204,,
li,footer-menu-item,Quiénes Somos,,
li,footer-menu-item,FORMAS DE PAGO,,
li,footer-menu-item,OFERTAS,,
h4,h3,Contactános,,
li,contact-item,Av J. B. Alberdi 5549 - Caba,,
li,category-item,Vendé Tus Placas,,
li,category-item,Reparación y Mantenimiento,,
button,relative rounded-full text-sm px-[20px] py-[14px] text-pm-btn-text font-semibold transition-colors duration-300 w-full bg-pm-primary-hover text-white hover:bg-pm-primary hover:text-white active:bg-pm-primary-active active:text-white,Ver Productos,,
span,arrow-icon text-black,▼,,
div,my-select-box-section ,AlfabéticamenteMenor precioMayor precio,,
li,selected,Alfabéticamente,,
span,ml-[8px],Menor precio,,
span,ml-[8px],Mayor precio,,
a,font-700 text-black mx-1 underline,Puerto Minero,,
div,py-[20px] sm:py-[50px],Av. Belgrano 427,C1095 CABA,Argentina011 6203-2422
p,text-black font-400 text-[13px],011 6203-2422,,
div,mensaje_tienda,16 MESES DE GARANTIA / PARA RETIRO AVISAR CON ANTICIPACION / NO OLVIDES SUBIR TU COMPROBANTE,,
div,panel panel-default panel-rose ,Auriculares (5),,
a,menu-item waves-effect waves-light,MICROFONO (5),,
a,menu-item waves-effect waves-light,Microfono (5),,
a,menu-item waves-effect waves-light,Mouse (5),,
a,menu-item waves-effect waves-light,Teclado (5),,
a,menu-item waves-effect waves-light,Todo en periféricos  (5),,
a,menu-item waves-effect waves-light,Web Cam (5),,
div,col-md-3 listado- pull-left prod-cat cat-21902 marca_ ,contabilium                                                                        ,,
div,card-body px-3 pb-0 pt-0,0417097                                                    ,,
span,pull-left articulo_field,0417097,,
h4,card-title mb-1 h-40*,Mouse Raptor Storm Grip 8000dpi Retroiluminado,,
div,card-footer justify-content-between p-0,$13.195$11.781$11.781MEGA PRECIO,,
h6,mb-0 ft solo_web ,$11.781,,
h4,mt-0 pecio_final ft,$11.781MEGA PRECIO,,
h6,card-category text-gray,SOPORMICRO                                                    ,,
span,pull-left articulo_field,SOPORMICRO,,
div,card-footer justify-content-between p-0,$16.806$15.005$15.005MEGA PRECIO,,
h6,mb-0 ft solo_web ,$15.005,,
h4,mt-0 pecio_final ft,$15.005MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0405278                                                    ,,
span,pull-left articulo_field,0405278,,
h4,card-title mb-1 h-40*,Teclado + Mouse Logitech Mk120 Black,,
div,card-footer justify-content-between p-0,$20.681$18.465$18.465MEGA PRECIO,,
h6,mb-0 ft solo_web ,$18.465,,
h4,mt-0 pecio_final ft,$18.465MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,GMO06B                                                    ,,
span,pull-left articulo_field,GMO06B,,
h4,card-title mb-1 h-40*,Mouse Gamer Solarmax Rgb Usb Negro,,
div,card-footer justify-content-between p-0,$20.832$18.600$18.600MEGA PRECIO,,
h6,mb-0 ft solo_web ,$18.600,,
h4,mt-0 pecio_final ft,$18.600MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0417304                                                    ,,
span,pull-left articulo_field,0417304,,
h4,card-title mb-1 h-40*,Mouse Raptor Storm Grip Wireless 12800dpi,,
div,card-footer justify-content-between p-0,$22.796$20.354$20.354MEGA PRECIO,,
h6,mb-0 ft solo_web ,$20.354,,
h4,mt-0 pecio_final ft,$20.354MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0417303                                                    ,,
span,pull-left articulo_field,0417303,,
h4,card-title mb-1 h-40*,Web Cam Raptor Vision 4k C-microfono C-tapa,,
div,card-footer justify-content-between p-0,$26.806$23.934$23.934MEGA PRECIO,,
h6,mb-0 ft solo_web ,$23.934,,
h4,mt-0 pecio_final ft,$23.934MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0417094                                                    ,,
span,pull-left articulo_field,0417094,,
h4,card-title mb-1 h-40*,Teclado Raptor Fireclaw M87 Mecanico Retroiluminado Switch Red,,
div,card-footer justify-content-between p-0,$29.516$26.354$26.354MEGA PRECIO,,
h6,mb-0 ft solo_web ,$26.354,,
h4,mt-0 pecio_final ft,$26.354MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,LOGI203-WHITE                                                    ,,
span,pull-left articulo_field,LOGI203-WHITE,,
h4,card-title mb-1 h-40*,Mouse Gamer Logitech G203 Lightsync White,,
div,card-footer justify-content-between p-0,$29.805$26.612$26.612MEGA PRECIO,,
h6,mb-0 ft solo_web ,$26.612,,
h4,mt-0 pecio_final ft,$26.612MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0417098                                                    ,,
span,pull-left articulo_field,0417098,,
h4,card-title mb-1 h-40*,Auricular Raptor Shadow Core Rgb,,
div,card-footer justify-content-between p-0,$31.427$28.060$28.060MEGA PRECIO,,
h6,mb-0 ft solo_web ,$28.060,,
h4,mt-0 pecio_final ft,$28.060MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,LOGI203-BLACK                                                    ,,
span,pull-left articulo_field,LOGI203-BLACK,,
h4,card-title mb-1 h-40*,Mouse Gamer Logitech G203 Lightsync Black,,
div,card-footer justify-content-between p-0,$33.895$30.263$30.263MEGA PRECIO,,
h6,mb-0 ft solo_web ,$30.263,,
h4,mt-0 pecio_final ft,$30.263MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0417093                                                    ,,
span,pull-left articulo_field,0417093,,
h4,card-title mb-1 h-40*,Teclado Raptor Fireclaw M104 Mecanico Retroiluminado Switch Red,,
div,card-footer justify-content-between p-0,$36.173$32.297$32.297MEGA PRECIO,,
h6,mb-0 ft solo_web ,$32.297,,
h4,mt-0 pecio_final ft,$32.297MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0413099                                                    ,,
span,pull-left articulo_field,0413099,,
h4,card-title mb-1 h-40*,Teclado + Mouse Logitech Wir Mk295 Silent Blk,,
div,card-footer justify-content-between p-0,$44.066$39.345$39.345MEGA PRECIO,,
h6,mb-0 ft solo_web ,$39.345,,
h4,mt-0 pecio_final ft,$39.345MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,PADLOGI-G640                                                    ,,
span,pull-left articulo_field,PADLOGI-G640,,
h4,card-title mb-1 h-40*,Mouse Pad Logitech G640 Gaming,,
div,card-footer justify-content-between p-0,$44.644$39.861$39.861MEGA PRECIO,,
h6,mb-0 ft solo_web ,$39.861,,
h4,mt-0 pecio_final ft,$39.861MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0417301                                                    ,,
span,pull-left articulo_field,0417301,,
h4,card-title mb-1 h-40*,Microfono Raptor Vox Rgb Usb P-streaming,,
div,card-footer justify-content-between p-0,$44.880$40.071$40.071MEGA PRECIO,,
h6,mb-0 ft solo_web ,$40.071,,
h4,mt-0 pecio_final ft,$40.071MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0408179                                                    ,,
span,pull-left articulo_field,0408179,,
h4,card-title mb-1 h-40*,Teclado + Mouse Logitech Wir Mk345 Black,,
div,card-footer justify-content-between p-0,$46.015$41.085$41.085MEGA PRECIO,,
h6,mb-0 ft solo_web ,$41.085,,
h4,mt-0 pecio_final ft,$41.085MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0412866                                                    ,,
span,pull-left articulo_field,0412866,,
h4,card-title mb-1 h-40*,Mouse Logitech G305 Lightspeed Wireless Blue,,
div,card-footer justify-content-between p-0,$47.957$42.819$42.819MEGA PRECIO,,
h6,mb-0 ft solo_web ,$42.819,,
h4,mt-0 pecio_final ft,$42.819MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0414196                                                    ,,
span,pull-left articulo_field,0414196,,
h4,card-title mb-1 h-40*,Mouse Logitech G305 Lightspeed Wireless White,,
div,card-body px-3 pb-0 pt-0,LOGI305-WIRELESS                                                    ,,
span,pull-left articulo_field,LOGI305-WIRELESS,,
h4,card-title mb-1 h-40*,Mouse Gamer Logitech G305 Lightspeed Wireless Black,,
div,card-footer justify-content-between p-0,$49.049$43.794$43.794MEGA PRECIO,,
h6,mb-0 ft solo_web ,$43.794,,
h4,mt-0 pecio_final ft,$43.794MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0417300                                                    ,,
span,pull-left articulo_field,0417300,,
h4,card-title mb-1 h-40*,Auricular Raptor Inferno Pro X 7.1 Wireless C-dongle,,
div,card-footer justify-content-between p-0,$60.469$53.990$53.990MEGA PRECIO,,
h6,mb-0 ft solo_web ,$53.990,,
h4,mt-0 pecio_final ft,$53.990MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0411558                                                    ,,
span,pull-left articulo_field,0411558,,
h4,card-title mb-1 h-40*,Teclado Logitech G213 Rgb Prodigy Gaming,,
div,card-footer justify-content-between p-0,$85.137$76.015$76.015MEGA PRECIO,,
h6,mb-0 ft solo_web ,$76.015,,
h4,mt-0 pecio_final ft,$76.015MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,JBL200-SURROUND                                                    ,,
span,pull-left articulo_field,JBL200-SURROUND,,
h4,card-title mb-1 h-40*,Auricular Jbl Quantum 200 Gaming Surround,,
div,card-footer justify-content-between p-0,$90.179$80.517$80.517MEGA PRECIO,,
h6,mb-0 ft solo_web ,$80.517,,
h4,mt-0 pecio_final ft,$80.517MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,JBL350WIRELESS                                                    ,,
span,pull-left articulo_field,JBL350WIRELESS,,
h4,card-title mb-1 h-40*,Auricular Jbl Quantum 350 Gaming Inalambrico,,
div,card-footer justify-content-between p-0,$142.736$127.443$127.443MEGA PRECIO,,
h6,mb-0 ft solo_web ,$127.443,,
h4,mt-0 pecio_final ft,$127.443MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0417133                                                    ,,
span,pull-left articulo_field,0417133,,
h4,card-title mb-1 h-40*,Teclado Logitech G515 Tkl Black Mechanical Us,,
div,card-footer justify-content-between p-0,$154.015$137.513$137.513MEGA PRECIO,,
h6,mb-0 ft solo_web ,$137.513,,
h4,mt-0 pecio_final ft,$137.513MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,0413294                                                    ,,
span,pull-left articulo_field,0413294,,
h4,card-title mb-1 h-40*,Mouse Logitech G Pro X Superlight Black,,
div,card-footer justify-content-between p-0,$159.992$142.850$142.850MEGA PRECIO,,
h6,mb-0 ft solo_web ,$142.850,,
h4,mt-0 pecio_final ft,$142.850MEGA PRECIO,,
div,card-body px-3 pb-0 pt-0,G713LOGI                                                    ,,
span,pull-left articulo_field,G713LOGI,,
h4,card-title mb-1 h-40*,Teclado Logitech G713 Aurora,,
div,card-footer justify-content-between p-0,$224.000$200.000$200.000MEGA PRECIO,,
h6,mb-0 ft solo_web ,$200.000,,
h4,mt-0 pecio_final ft,$200.000MEGA PRECIO,,
h3,t-shadow mt-2,1155782016,,
h5,t-shadow mt-0 mb-0,1155782016 (solo texto),,
h5,t-shadow mt-0 mb-0,Lunes a Viernes de 09:00 a 17:00 Sábados de 10:00 a 16:00,,
span,js-header-utility-with-text header-utility d-none d-md-grid,Entrá /				,,
div,font-weight-bold,Entrá /,,
ul,list-subitems,ADAPTADORES Y CABLES,,
ul,list-subitems,DIMM,,
ul,list-subitems,NVME,,
div,modal-header ,DISCOS SOLIDOS,,
div,d-md-none text-right font-small mb-1,14 productos,,
div,my-1 pr-3 d-flex align-items-center,Color,,
span,checkbox ,Blanco (1),,
span,checkbox m-0,Negro (1),,
span,checkbox ,Aon (1),,
span,checkbox ,Checkpoint (6),,
span,checkbox ,Redragon (1),,
span,checkbox ,Skullcandy (1),,
span,checkbox m-0,Tp-Link (1),,
div,mb-3,Precio,,
div,form-group,Desde,,
label,form-label,Hasta,,
a,product-item-link ,MOUSE PAD CHECKPOINT MEDIUM RAINBOW SIEGE MP200,,
span,js-price-display product-item-price ,$7.500,00,
span,js-installment-price product-installment-value,$1.250,00,
span,js-payment-discount-price-product payment-discount-price-product ,$6.375,00,
div,text-stock font-small mt-2,¡Solo quedan 30 en stock!,,
