tag,class,text_preview,type
a,poly-component__title,"Laptop Hp 250 G10 15.6, Core I7-1355u Ram 8gb, Ssd M.2 512gb Color Gris Oscuro",link
a,poly-component__title,"Laptop Hp 250 G10 15.6, Core I7-1355u Ram 8gb, Ssd M.2 512gb Color Gris Oscuro",title
span,andes-money-amount andes-money-amount--cents-superscript,$1.441.986,price
span,poly-price__installments,Mismo precio en 12 cuotas de $120.165,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo V15 G4 Iru Core I7-1355u 8gb 512 Gb Ssd 15.6 Color Iron Grey,link
a,poly-component__title,Notebook Lenovo V15 G4 Iru Core I7-1355u 8gb 512 Gb Ssd 15.6 Color Iron Grey,title
span,andes-money-amount andes-money-amount--cents-superscript,$1.441.999,price
span,poly-price__installments,Mismo precio en 12 cuotas de $120.166,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Asus Celeron E410ka 14 Intel N4500 4gb 64gb Win 11,link
a,poly-component__title,Notebook Asus Celeron E410ka 14 Intel N4500 4gb 64gb Win 11,title
span,andes-money-amount andes-money-amount--cents-superscript,$381.615,price
span,poly-price__installments,Mismo precio en 6 cuotas de $63.602,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Cx 15.6 Intel Core I7 13620h 32gb 1tb 30831 Freedos,link
a,poly-component__title,Notebook Cx 15.6 Intel Core I7 13620h 32gb 1tb 30831 Freedos,title
span,andes-money-amount andes-money-amount--cents-superscript,$930.599,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo V15 G4 Iru Intel Core I7-1355u 512/8gb Gris,link
a,poly-component__title,Notebook Lenovo V15 G4 Iru Intel Core I7-1355u 512/8gb Gris,title
span,andes-money-amount andes-money-amount--cents-superscript,$1.132.999,price
span,poly-price__installments,Mismo precio en 3 cuotas de $377.666,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Asus E410ka 14 I. Celeron N4500 64/4gb Windows 11,link
a,poly-component__title,Notebook Asus E410ka 14 I. Celeron N4500 64/4gb Windows 11,title
span,andes-money-amount andes-money-amount--cents-superscript,$322.905,price
span,poly-price__installments,Mismo precio en 6 cuotas de $53.817,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Cx 15.6 Ryzen 3 3200u 8gb 256gb Cx30782 Freedos,link
a,poly-component__title,Notebook Cx 15.6 Ryzen 3 3200u 8gb 256gb Cx30782 Freedos,title
span,andes-money-amount andes-money-amount--cents-superscript,$518.699,price
span,poly-price__installments,Mismo precio en 9 cuotas de $57.633,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Cx 15.6 Ryzen 5 3500u 8gb 256gb Freedos Cx30982,link
a,poly-component__title,Notebook Cx 15.6 Ryzen 5 3500u 8gb 256gb Freedos Cx30982,title
span,andes-money-amount andes-money-amount--cents-superscript,$560.252,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Hp 250r G9 15.6 Intel Core I5 1335u 8gb 512gb W11,link
a,poly-component__title,Notebook Hp 250r G9 15.6 Intel Core I5 1335u 8gb 512gb W11,title
span,andes-money-amount andes-money-amount--cents-superscript,$807.499,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo N4120 14p 4gb/128gb/w11 Arena,link
a,poly-component__title,Notebook Lenovo N4120 14p 4gb/128gb/w11 Arena,title
span,andes-money-amount andes-money-amount--cents-superscript,$535.799,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook 100e Gen2 11.6 Color Black 4gb De Ram - 64gb Ssd - Intel Celeron,link
a,poly-component__title,Notebook 100e Gen2 11.6 Color Black 4gb De Ram - 64gb Ssd - Intel Celeron,title
span,andes-money-amount andes-money-amount--cents-superscript,$349.000,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Msi Thin 15.6p I5-12450h Rtx 3050 4gb 8gb 512gb W11,link
a,poly-component__title,Notebook Msi Thin 15.6p I5-12450h Rtx 3050 4gb 8gb 512gb W11,title
span,andes-money-amount andes-money-amount--cents-superscript,$1.679.999,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Msi Thin 15.6p I5-12450h Rtx 4050 6gb 8gb 512gb,link
a,poly-component__title,Notebook Msi Thin 15.6p I5-12450h Rtx 4050 6gb 8gb 512gb,title
span,andes-money-amount andes-money-amount--cents-superscript,$2.519.860,price
span,poly-price__installments,Mismo precio en 12 cuotas de $209.988,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo 100e 11.6 Celeron N4020 128gb 4gb Windows,link
a,poly-component__title,Notebook Lenovo 100e 11.6 Celeron N4020 128gb 4gb Windows,title
span,andes-money-amount andes-money-amount--cents-superscript,$440.495,price
span,poly-price__installments,Mismo precio en 6 cuotas de $73.415,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Daewoo 14p Intel Celeron N4000 64gb Ssd + Slot Hdd,link
a,poly-component__title,Notebook Daewoo 14p Intel Celeron N4000 64gb Ssd + Slot Hdd,title
span,andes-money-amount andes-money-amount--cents-superscript,$349.999,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Gamer Nbcx30682 15.6 Color Negro 8gb De Ram - 240gb Ssd - Intel Core I5,link
a,poly-component__title,Notebook Gamer Nbcx30682 15.6 Color Negro 8gb De Ram - 240gb Ssd - Intel Core I5,title
span,andes-money-amount andes-money-amount--cents-superscript,$584.999,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Cx 15.6 Ryzen 5 3500u 8gb 256gb Freedos Cx30982,link
a,poly-component__title,Notebook Cx 15.6 Ryzen 5 3500u 8gb 256gb Freedos Cx30982,title
span,andes-money-amount andes-money-amount--cents-superscript,$728.328,price
span,poly-price__installments,Mismo precio en 9 cuotas de $80.925,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Daewoo G15cl Intel Celeron N4020 8gb Ssd 256gb,link
a,poly-component__title,Notebook Daewoo G15cl Intel Celeron N4020 8gb Ssd 256gb,title
span,andes-money-amount andes-money-amount--cents-superscript,$389.999,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,"Notebook Lenovo V15 G4 Iru, Intel Core I3 1315u, 8gb De Ram Ddr4, 512gb Ssd M.2 Pcie (4.0x4) Nvme, G",link
a,poly-component__title,"Notebook Lenovo V15 G4 Iru, Intel Core I3 1315u, 8gb De Ram Ddr4, 512gb Ssd M.2 Pcie (4.0x4) Nvme, G",title
span,andes-money-amount andes-money-amount--cents-superscript,$1.021.999,price
span,poly-price__installments,Mismo precio en 12 cuotas de $85.166,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo Ideapad Slim 3 15 Ryzen 5 7520u 8/256gb W11,link
a,poly-component__title,Notebook Lenovo Ideapad Slim 3 15 Ryzen 5 7520u 8/256gb W11,title
span,andes-money-amount andes-money-amount--cents-superscript,$909.999,price
span,poly-price__installments,Mismo precio en 6 cuotas de $151.666,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo V15 G4 Iru Intel Core I7-1355u 8g 512gb Gris,link
a,poly-component__title,Notebook Lenovo V15 G4 Iru Intel Core I7-1355u 8g 512gb Gris,title
span,andes-money-amount andes-money-amount--cents-superscript,$1.017.639,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Asus E410ka Intel Celeron N4500 4gb 64gb 14 Win11,link
a,poly-component__title,Notebook Asus E410ka Intel Celeron N4500 4gb 64gb 14 Win11,title
span,andes-money-amount andes-money-amount--cents-superscript,$410.970,price
span,poly-price__installments,Mismo precio en 6 cuotas de $68.495,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo 100e 11.6 Celeron N4020 4/128gb Windows,link
a,poly-component__title,Notebook Lenovo 100e 11.6 Celeron N4020 4/128gb Windows,title
span,andes-money-amount andes-money-amount--cents-superscript,$342.448,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo V15 G4 Intel Core I3-1315u Ram 8g 512gb Gris,link
a,poly-component__title,Notebook Lenovo V15 G4 Intel Core I3-1315u Ram 8g 512gb Gris,title
span,andes-money-amount andes-money-amount--cents-superscript,$693.499,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Cx 15.6 Intel Core I5 12450h 8gb 256gb Freedos,link
a,poly-component__title,Notebook Cx 15.6 Intel Core I5 12450h 8gb 256gb Freedos,title
span,andes-money-amount andes-money-amount--cents-superscript,$844.999,price
span,poly-price__installments,Mismo precio en 6 cuotas de $140.833,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo V15 G4 Iru Intel Core I7-1355u 8g 512gb Gris,link
a,poly-component__title,Notebook Lenovo V15 G4 Iru Intel Core I7-1355u 8g 512gb Gris,title
span,andes-money-amount andes-money-amount--cents-superscript,$978.499,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo Ideapad Slim 3 15 Ryzen 5 7520u 8/256gb W11,link
a,poly-component__title,Notebook Lenovo Ideapad Slim 3 15 Ryzen 5 7520u 8/256gb W11,title
span,andes-money-amount andes-money-amount--cents-superscript,$839.999,price
span,poly-price__installments,Mismo precio en 6 cuotas de $139.999,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo V15 G4 Iru Intel Core I7-1355u 8g 512gb Gris,link
a,poly-component__title,Notebook Lenovo V15 G4 Iru Intel Core I7-1355u 8g 512gb Gris,title
span,andes-money-amount andes-money-amount--cents-superscript,$1.235.999,price
span,poly-price__installments,Mismo precio en 6 cuotas de $205.999,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo Ideapad Slim 3 15 Ryzen 5 7520u 8/256gb W11,link
a,poly-component__title,Notebook Lenovo Ideapad Slim 3 15 Ryzen 5 7520u 8/256gb W11,title
span,andes-money-amount andes-money-amount--cents-superscript,$727.999,price
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Cx 15.6 Intel Core I5 12450h 8gb 256gb Freedos,link
a,poly-component__title,Notebook Cx 15.6 Intel Core I5 12450h 8gb 256gb Freedos,title
span,andes-money-amount andes-money-amount--cents-superscript,$714.999,price
span,poly-price__installments,Mismo precio en 6 cuotas de $119.166,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Cx 15.6 Intel Core I7 13620h 32gb 1tb 30831 Freedos,link
a,poly-component__title,Notebook Cx 15.6 Intel Core I7 13620h 32gb 1tb 30831 Freedos,title
span,andes-money-amount andes-money-amount--cents-superscript,$1.385.999,price
span,poly-price__installments,Mismo precio en 6 cuotas de $230.999,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Lenovo 100e 11.6 Celeron N4020 4gb 128gb Win,link
a,poly-component__title,Notebook Lenovo 100e 11.6 Celeron N4020 4gb 128gb Win,title
span,andes-money-amount andes-money-amount--cents-superscript,$376.692,price
span,poly-price__installments,Mismo precio en 6 cuotas de $62.782,cuotas
img,poly-component__picture lazy-loadable,,image
a,poly-component__title,Notebook Hp 250r G9 15.6 Intel Core I5 1335u 8gb 512gb W11,link
a,poly-component__title,Notebook Hp 250r G9 15.6 Intel Core I5 1335u 8gb 512gb W11,title
span,andes-money-amount andes-money-amount--cents-superscript,$849.999,price
img,,,
img,,,
img,,,
img,,,
img,,,
img,,,
img,,,
img,,,
img,img-responsive img-center img-tienda,,image
h2,,PC Armada | AMD Ryzen 3 4100 + 8GB + SSD,title
a,click,PC Armada | AMD Ryzen 3 4100 + 8GB + SSD,link
h3,price pull-left precio_web,Precio Web$ 368999.00,price
h4,pull-right stock_generico hay_stock,Hay Stock,is_stocked
img,img-responsive img-center img-tienda,,image
h2,,PC Armada | Intel Core I3 10105F + 8GB + SSD,title
a,click,PC Armada | Intel Core I3 10105F + 8GB + SSD,link
h3,price pull-left precio_web,Precio Web$ 379999.00,price
h4,pull-right stock_generico hay_stock,Hay Stock,is_stocked
img,img-responsive img-center img-tienda,,image
h2,,PC Armada | AMD Ryzen 5 4500 + 8GB + SSD,title
a,click,PC Armada | AMD Ryzen 5 4500 + 8GB + SSD,link
h3,price pull-left precio_web,Precio Web$ 384999.00,price
h4,pull-right stock_generico hay_stock,Hay Stock,is_stocked
img,img-responsive img-center img-tienda,,image
h2,,PC Armada | AMD Ryzen 7 5700 + 16GB + SSD,title
a,click,PC Armada | AMD Ryzen 7 5700 + 16GB + SSD,link
h3,price pull-left precio_web,Precio Web$ 509999.00,price
h4,pull-right stock_generico hay_stock,Hay Stock,is_stocked
img,img-responsive img-center img-tienda,,image
h2,,PC Armada | Intel Core I5 13400F + 8GB + SSD,title
a,click,PC Armada | Intel Core I5 13400F + 8GB + SSD,link
h3,price pull-left precio_web,Precio Web$ 569999.00,price
h4,pull-right stock_generico hay_stock,Hay Stock,is_stocked
img,img-responsive img-center img-tienda,,image
h2,,PC Armada | Intel Core I7 12700F + 16GB + SSD,title
a,click,PC Armada | Intel Core I7 12700F + 16GB + SSD,link
h3,price pull-left precio_web,Precio Web$ 749999.00,price
h4,pull-right stock_generico hay_stock,Hay Stock,is_stocked
img,,,
img,,,
img,,,
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD HIKSEMI 120GB WAVE SATA,title
a,,DISCO SOLIDO SSD HIKSEMI 120GB WAVE SATA,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD 240GB HIKSEMI WAVE SATA,title
a,,DISCO SOLIDO SSD 240GB HIKSEMI WAVE SATA,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD PATRIOT BURST ELITE 240GB SATA III,title
a,,DISCO SOLIDO SSD PATRIOT BURST ELITE 240GB SATA III,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,MEMORIA MICRO SD 256GB CANVAS SELECT PLUS CLASE 10 KINGSTON,title
a,,MEMORIA MICRO SD 256GB CANVAS SELECT PLUS CLASE 10 KINGSTON,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD 240GB KINGSTON A400 2.5,title
a,,DISCO SOLIDO SSD 240GB KINGSTON A400 2.5,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD HIKSEMI 480GB WAVE SATA,title
a,,DISCO SOLIDO SSD HIKSEMI 480GB WAVE SATA,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD HIKSEMI 512GB WAVE M2 NVME PCIE 3.0,title
a,,DISCO SOLIDO SSD HIKSEMI 512GB WAVE M2 NVME PCIE 3.0,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD CRUCIAL BX500 500GB 2.5″ SATA III 550MB/s,title
a,,DISCO SOLIDO SSD CRUCIAL BX500 500GB 2.5″ SATA III 550MB/s,link
span,woocommerce-Price-amount amount,"$ 44.266,00",price
span,woocommerce-Price-amount amount,"44.266,00",
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD LEXAR NQ100 480GB SATA III 2.5 550MB/S,title
a,,DISCO SOLIDO SSD LEXAR NQ100 480GB SATA III 2.5 550MB/S,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD M2 CRUCIAL 480GB E100 4700MB/S NVME GEN4,title
a,,DISCO SOLIDO SSD M2 CRUCIAL 480GB E100 4700MB/S NVME GEN4,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD 480GB KINGSTON A400 2.5,title
a,,DISCO SOLIDO SSD 480GB KINGSTON A400 2.5,link
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO SOLIDO SSD WESTERN DIGITAL GREEN 1TB 2.5 SATA 545MB/S,title
a,,DISCO SOLIDO SSD WESTERN DIGITAL GREEN 1TB 2.5 SATA 545MB/S,link
div,w-image-h,,
div,w-image-h,,
img,,,
img,,,
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Pen Drive Sandisk 32gb Cruzer Mejor Precio 2.0 Belgrano,title
a,,Pen Drive Sandisk 32gb Cruzer Mejor Precio 2.0 Belgrano,link
img,,,image
h4,mt-0 pecio_final ft,$7.079Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Pen Drive Sandisk Cruzer Blade 32gb Electric Green Acuario,title
a,,Pen Drive Sandisk Cruzer Blade 32gb Electric Green Acuario,link
img,,,image
h4,mt-0 pecio_final ft,$7.390Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Pen Drive Sandisk Cruzer Blade 32gb Electric Pink Acuario,title
a,,Pen Drive Sandisk Cruzer Blade 32gb Electric Pink Acuario,link
img,,,image
h4,mt-0 pecio_final ft,$7.390Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Pen Drive Sandisk Cruzer Blade 32gb Electric Blue Acuario,title
a,,Pen Drive Sandisk Cruzer Blade 32gb Electric Blue Acuario,link
img,,,image
h4,mt-0 pecio_final ft,$7.390Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
img,,,
h4,mt-0 pecio_final ft,$7.417Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Pendrive Sandisk 32gb Ultra Shift Usb 3.0 100 Mbs Acuario,title
a,,Pendrive Sandisk 32gb Ultra Shift Usb 3.0 100 Mbs Acuario,link
img,,,image
h4,mt-0 pecio_final ft,$7.660Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Pendrive Sandisk Ultra Shift 32gb Usb 3.2 Gen 1 Purpura,title
a,,Pendrive Sandisk Ultra Shift 32gb Usb 3.2 Gen 1 Purpura,link
img,,,image
h4,mt-0 pecio_final ft,$7.904Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Sandisk Ultra Shift Pendrive Usb 3.2 32gb Color Celeste,title
a,,Sandisk Ultra Shift Pendrive Usb 3.2 32gb Color Celeste,link
img,,,image
h4,mt-0 pecio_final ft,$7.904Precio especial,price
